year,country,ccode,protestdays,demand_labor,demand_land,demand_policebrutality,demand_political,demand_price,demand_removal,demand_social,nonviolent,protesterviolence,state_violence,both_violence
1990,Zimbabwe,552,11,2,0,0,2,0,0,0,3,1,2,1
1991,Afghanistan,700,1,0,0,1,0,0,0,0,1,0,0,0
1991,Albania,339,8,1,0,0,8,0,1,0,5,3,1,1
1991,Algeria,615,18,0,0,0,2,0,0,0,0,2,2,2
1991,Angola,540,1,1,0,0,0,0,0,0,0,1,0,0
1991,Argentina,160,2,0,0,0,2,0,0,0,2,0,0,0
1991,Armenia,371,1,0,0,0,0,0,1,0,1,0,0,0
1991,Austria,305,0,0,0,0,0,0,0,0,0,0,0,0
1991,Azerbaijan,373,3,0,0,0,2,0,1,0,3,0,0,0
1991,Bahrain,692,0,0,0,0,0,0,0,0,0,0,0,0
1991,Bangladesh,771,0,0,0,0,0,0,0,0,0,0,0,0
1991,Belarus,370,0,0,0,0,0,0,0,0,0,0,0,0
1991,Belgium,211,0,0,0,0,0,0,0,0,0,0,0,0
1991,Benin,434,0,0,0,0,0,0,0,0,0,0,0,0
1991,Bhutan,760,0,0,0,0,0,0,0,0,0,0,0,0
1991,Bolivia,145,7,0,0,0,5,0,0,0,5,0,0,0
1991,Botswana,571,2,1,0,0,1,0,0,0,2,0,0,0
1991,Brazil,140,23,4,0,0,3,0,0,0,6,1,0,0
1991,Bulgaria,355,6,0,0,1,4,0,1,0,5,0,0,0
1991,Burkina Faso,439,2,0,0,0,2,0,0,0,2,0,0,0
1991,Burundi,516,0,0,0,0,0,0,0,0,0,0,0,0
1991,Cambodia,811,8,0,0,0,1,0,2,0,1,2,3,2
1991,Cameroon,471,13,0,0,1,12,0,1,0,8,5,3,2
1991,Canada,20,13,2,0,0,0,0,0,0,2,0,0,0
1991,Cape Verde,402,0,0,0,0,0,0,0,0,0,0,0,0
1991,Central African Republic,482,3,0,0,0,3,0,1,0,1,2,0,0
1991,Chad,483,1,0,0,0,1,0,0,0,1,0,1,0
1991,Chile,155,5,0,0,0,4,1,0,0,5,0,0,0
1991,China,710,2,0,0,0,2,0,0,0,1,1,0,0
1991,Colombia,100,6,1,0,1,4,0,0,0,5,0,0,0
1991,Comoros,581,0,0,0,0,0,0,0,0,0,0,0,0
1991,Congo Brazzaville,484,1,1,0,0,0,0,0,0,1,0,0,0
1991,Congo Kinshasa,490,4,0,0,0,3,0,1,0,1,3,2,1
1991,Costa Rica,94,3,1,0,0,0,1,0,1,2,1,1,1
1991,Croatia,344,0,0,0,0,0,0,0,0,0,0,0,0
1991,Cuba,40,0,0,0,0,0,0,0,0,0,0,0,0
1991,Cyprus,352,0,0,0,0,0,0,0,0,0,0,0,0
1991,Czechoslovakia,315,0,0,0,0,0,0,0,0,0,0,0,0
1991,Denmark,390,0,0,0,0,0,0,0,0,0,0,0,0
1991,Djibouti,522,0,0,0,0,0,0,0,0,0,0,0,0
1991,Dominican Republic,42,4,0,0,0,0,3,0,0,2,1,1,1
1991,Ecuador,130,6,0,0,0,2,2,0,0,2,2,0,0
1991,Egypt,651,5,0,0,0,2,0,0,0,1,1,1,1
1991,El Salvador,92,1,0,0,0,1,0,0,0,1,0,1,0
1991,Equatorial Guinea,411,0,0,0,0,0,0,0,0,0,0,0,0
1991,Eritrea,531,0,0,0,0,0,0,0,0,0,0,0,0
1991,Estonia,366,0,0,0,0,0,0,0,0,0,0,0,0
1991,Ethiopia,530,1,0,0,0,1,0,0,0,1,0,1,0
1991,Finland,375,0,0,0,0,0,0,0,0,0,0,0,0
1991,France,220,34,6,1,4,16,5,1,2,17,7,0,0
1991,Gabon,481,0,0,0,0,0,0,0,0,0,0,0,0
1991,Gambia,420,1,0,0,0,1,0,0,0,1,0,0,0
1991,Georgia,372,17,0,0,0,2,0,4,0,3,2,2,1
1991,Germany,255,15,0,0,0,15,0,2,0,12,3,1,1
1991,Ghana,452,1,0,0,0,0,1,0,0,1,0,0,0
1991,Greece,350,5,0,0,0,5,0,0,0,1,4,2,2
1991,Guatemala,90,1,1,0,0,0,1,0,0,1,0,0,0
1991,Guinea,438,2,0,0,0,2,0,0,0,1,1,2,1
1991,Guinea-Bissau,404,0,0,0,0,0,0,0,0,0,0,0,0
1991,Guyana,110,0,0,0,0,0,0,0,0,0,0,0,0
1991,Haiti,41,3,0,0,0,3,0,0,0,2,1,2,1
1991,Honduras,91,2,1,0,0,1,0,0,0,2,0,1,0
1991,Hungary,310,0,0,0,0,0,0,0,0,0,0,0,0
1991,India,750,1,0,0,0,1,0,0,0,1,0,0,0
1991,Indonesia,850,2,0,0,0,2,0,0,0,2,0,1,0
1991,Iran,630,8,0,1,0,0,1,0,1,1,2,1,1
1991,Iraq,645,1,0,0,0,1,0,0,0,0,1,0,0
1991,Ireland,205,0,0,0,0,0,0,0,0,0,0,0,0
1991,Italy,325,2,0,0,0,2,0,0,0,2,0,0,0
1991,Ivory Coast,437,8,0,0,3,8,0,0,0,6,2,3,2
1991,Jamaica,51,2,1,0,0,0,1,0,0,2,0,0,0
1991,Japan,740,2,1,1,0,0,0,0,0,2,0,0,0
1991,Jordan,663,0,0,0,0,0,0,0,0,0,0,0,0
1991,Kazakhstan,705,0,0,0,0,0,0,0,0,0,0,0,0
1991,Kenya,501,2,0,0,0,2,0,1,0,2,0,0,0
1991,Kuwait,690,3,0,0,0,3,0,0,0,3,0,0,0
1991,Kyrgyzstan,703,0,0,0,0,0,0,0,0,0,0,0,0
1991,Laos,812,0,0,0,0,0,0,0,0,0,0,0,0
1991,Latvia,367,0,0,0,0,0,0,0,0,0,0,0,0
1991,Lebanon,660,0,0,0,0,0,0,0,0,0,0,0,0
1991,Lesotho,570,0,0,0,0,0,0,0,0,0,0,0,0
1991,Liberia,450,0,0,0,0,0,0,0,0,0,0,0,0
1991,Libya,620,0,0,0,0,0,0,0,0,0,0,0,0
1991,Lithuania,368,0,0,0,0,0,0,0,0,0,0,0,0
1991,Luxembourg,212,0,0,0,0,0,0,0,0,0,0,0,0
1991,Madagascar,580,30,0,0,0,15,0,13,0,14,3,4,2
1991,Malawi,553,0,0,0,0,0,0,0,0,0,0,0,0
1991,Malaysia,820,0,0,0,0,0,0,0,0,0,0,0,0
1991,Mali,432,11,0,0,0,3,0,2,0,1,2,3,2
1991,Mauritania,435,2,0,0,0,2,1,0,0,1,1,1,0
1991,Mauritius,590,0,0,0,0,0,0,0,0,0,0,0,0
1991,Mexico,70,59,0,0,0,4,0,0,0,4,0,0,0
1991,Moldova,359,37,0,0,1,7,0,0,0,5,2,0,0
1991,Mongolia,712,3,0,0,0,3,0,1,0,3,0,0,0
1991,Morocco,600,1,0,0,0,1,0,0,0,1,0,0,0
1991,Mozambique,541,1,1,0,0,0,0,0,0,1,0,1,0
1991,Myanmar,775,2,0,0,0,2,0,0,0,2,0,0,0
1991,Namibia,565,2,1,0,0,1,0,0,0,0,2,0,0
1991,Nepal,790,2,0,1,1,0,0,0,1,2,0,1,0
1991,Netherlands,210,0,0,0,0,0,0,0,0,0,0,0,0
1991,Nicaragua,93,0,0,0,0,0,0,0,0,0,0,0,0
1991,Niger,436,1,0,0,0,1,0,0,0,0,1,0,0
1991,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0
1991,North Korea,731,1,0,0,0,1,0,0,0,1,0,0,0
1991,Norway,385,0,0,0,0,0,0,0,0,0,0,0,0
1991,Oman,698,0,0,0,0,0,0,0,0,0,0,0,0
1991,Pakistan,770,3,0,0,0,3,0,0,0,1,2,1,1
1991,Panama,95,1,0,0,0,0,1,0,0,1,0,1,0
1991,Papua New Guinea,910,43,0,0,0,2,0,0,0,0,2,0,0
1991,Paraguay,150,1,1,0,0,0,0,0,0,1,0,0,0
1991,Peru,135,262,4,0,0,3,0,0,0,6,1,0,0
1991,Philippines,840,3,0,0,0,1,0,2,0,3,0,0,0
1991,Poland,290,2,0,0,0,2,0,0,0,2,0,0,0
1991,Portugal,235,1,1,0,0,0,1,0,0,1,0,0,0
1991,Qatar,694,0,0,0,0,0,0,0,0,0,0,0,0
1991,Romania,360,14,5,0,0,8,5,6,0,9,5,3,2
1991,Rwanda,517,1,0,0,0,1,0,0,0,1,0,0,0
1991,Saudi Arabia,670,0,0,0,0,0,0,0,0,0,0,0,0
1991,Senegal,433,0,0,0,0,0,0,0,0,0,0,0,0
1991,Sierra Leone,451,0,0,0,0,0,0,0,0,0,0,0,0
1991,Singapore,830,0,0,0,0,0,0,0,0,0,0,0,0
1991,Slovenia,349,0,0,0,0,0,0,0,0,0,0,0,0
1991,Somalia,520,0,0,0,0,0,0,0,0,0,0,0,0
1991,South Africa,560,44,0,0,0,13,1,0,1,9,4,2,2
1991,South Korea,732,31,0,0,11,7,0,0,0,2,16,14,13
1991,Spain,230,3,0,1,0,2,0,0,0,2,1,0,0
1991,Sri Lanka,780,0,0,0,0,0,0,0,0,0,0,0,0
1991,Sudan,625,0,0,0,0,0,0,0,0,0,0,0,0
1991,Suriname,115,0,0,0,0,0,0,0,0,0,0,0,0
1991,Swaziland,572,0,0,0,0,0,0,0,0,0,0,0,0
1991,Sweden,380,0,0,0,0,0,0,0,0,0,0,0,0
1991,Switzerland,225,1,0,0,0,0,0,0,1,1,0,0,0
1991,Syria,652,1,0,0,0,1,0,0,0,1,0,0,0
1991,Taiwan,713,7,0,0,2,4,0,0,0,5,1,0,0
1991,Tajikistan,702,13,0,0,0,1,0,0,0,1,0,0,0
1991,Tanzania,510,0,0,0,0,0,0,0,0,0,0,0,0
1991,Thailand,800,1,0,0,0,1,0,0,0,1,0,0,0
1991,Togo,461,10,0,0,1,5,0,5,0,3,7,2,2
1991,Tunisia,616,0,0,0,0,0,0,0,0,0,0,0,0
1991,Turkey,640,2,0,0,1,1,0,0,0,1,1,2,1
1991,Turkmenistan,701,0,0,0,0,0,0,0,0,0,0,0,0
1991,Uganda,500,9,1,0,0,1,1,0,0,1,2,2,2
1991,Ukraine,369,0,0,0,0,0,0,0,0,0,0,0,0
1991,United Arab Emirate,696,0,0,0,0,0,0,0,0,0,0,0,0
1991,United Kingdom,200,11,1,0,0,7,2,0,1,10,1,0,0
1991,Uruguay,165,22,2,0,0,2,0,0,0,4,0,0,0
1991,USSR,364,16,0,0,0,13,1,5,0,15,0,1,0
1991,Uzbekistan,704,0,0,0,0,0,0,0,0,0,0,0,0
1991,Venezuela,101,13,3,0,1,7,4,0,1,7,5,2,2
1991,Vietnam,816,0,0,0,0,0,0,0,0,0,0,0,0
1991,Yemen,679,0,0,0,0,0,0,0,0,0,0,0,0
1991,Yugoslavia,345,10,0,0,0,5,0,6,0,6,4,1,1
1991,Zambia,551,1,0,0,0,1,0,0,0,1,0,0,0
1991,Zimbabwe,552,3,0,0,0,2,0,0,0,1,1,1,1
1992,Afghanistan,700,0,0,0,0,0,0,0,0,0,0,0,0
1992,Albania,339,6,2,0,0,0,1,1,0,1,2,1,1
1992,Algeria,615,9,0,0,0,6,0,0,0,2,4,4,4
1992,Angola,540,0,0,0,0,0,0,0,0,0,0,0,0
1992,Argentina,160,2,0,0,0,2,0,0,0,1,1,0,0
1992,Armenia,371,1,0,0,0,0,1,0,0,1,0,0,0
1992,Austria,305,0,0,0,0,0,0,0,0,0,0,0,0
1992,Azerbaijan,373,6,0,0,0,3,0,1,0,3,1,2,1
1992,Bahrain,692,0,0,0,0,0,0,0,0,0,0,0,0
1992,Bangladesh,771,6,0,0,0,6,0,0,0,0,6,3,3
1992,Belarus,370,0,0,0,0,0,0,0,0,0,0,0,0
1992,Belgium,211,0,0,0,0,0,0,0,0,0,0,0,0
1992,Benin,434,0,0,0,0,0,0,0,0,0,0,0,0
1992,Bhutan,760,0,0,0,0,0,0,0,0,0,0,0,0
1992,Bolivia,145,43,3,0,1,6,0,0,1,10,1,0,0
1992,Bosnia,346,2,0,0,0,2,0,0,0,2,0,1,0
1992,Botswana,571,0,0,0,0,0,0,0,0,0,0,0,0
1992,Brazil,140,4,0,0,0,0,0,4,0,4,0,0,0
1992,Bulgaria,355,2,1,0,0,1,0,0,0,1,1,0,0
1992,Burkina Faso,439,0,0,0,0,0,0,0,0,0,0,0,0
1992,Burundi,516,0,0,0,0,0,0,0,0,0,0,0,0
1992,Cambodia,811,0,0,0,0,0,0,0,0,0,0,0,0
1992,Cameroon,471,2,0,0,0,2,0,0,0,0,2,1,1
1992,Canada,20,2,0,0,1,0,0,0,0,0,1,0,0
1992,Cape Verde,402,0,0,0,0,0,0,0,0,0,0,0,0
1992,Central African Republic,482,2,0,0,1,2,0,0,0,2,0,1,0
1992,Chad,483,2,1,0,0,2,0,0,0,1,1,0,0
1992,Chile,155,5,0,0,0,5,0,0,0,5,0,0,0
1992,China,710,2,0,0,0,1,0,0,0,0,1,0,0
1992,Colombia,100,72,0,0,0,5,0,0,0,5,0,0,0
1992,Comoros,581,0,0,0,0,0,0,0,0,0,0,0,0
1992,Congo Brazzaville,484,6,1,0,0,5,0,3,0,2,4,1,1
1992,Congo Kinshasa,490,6,1,0,0,5,1,0,0,2,4,3,2
1992,Costa Rica,94,0,0,0,0,0,0,0,0,0,0,0,0
1992,Croatia,344,0,0,0,0,0,0,0,0,0,0,0,0
1992,Cuba,40,0,0,0,0,0,0,0,0,0,0,0,0
1992,Cyprus,352,0,0,0,0,0,0,0,0,0,0,0,0
1992,Czechoslovakia,315,0,0,0,0,0,0,0,0,0,0,0,0
1992,Denmark,390,1,0,0,0,1,1,0,0,1,0,0,0
1992,Djibouti,522,1,0,0,0,1,0,0,0,1,0,1,0
1992,Dominican Republic,42,1,0,0,0,1,0,0,0,1,0,1,0
1992,Ecuador,130,9,1,0,0,3,0,0,0,4,0,0,0
1992,Egypt,651,4,0,0,0,1,0,0,0,1,0,0,0
1992,El Salvador,92,0,0,0,0,0,0,0,0,0,0,0,0
1992,Equatorial Guinea,411,1,0,0,0,1,0,0,0,1,0,1,0
1992,Eritrea,531,0,0,0,0,0,0,0,0,0,0,0,0
1992,Estonia,366,0,0,0,0,0,0,0,0,0,0,0,0
1992,Ethiopia,530,1,0,0,0,1,0,0,0,1,0,0,0
1992,Finland,375,1,0,0,0,1,0,0,0,1,0,0,0
1992,France,220,45,11,0,0,34,20,0,0,24,11,0,0
1992,Gabon,481,1,0,0,0,1,0,0,0,1,0,0,0
1992,Gambia,420,0,0,0,0,0,0,0,0,0,0,0,0
1992,Georgia,372,6,0,0,0,6,0,0,0,5,1,3,1
1992,Germany,255,9,0,0,0,9,0,0,0,7,2,1,1
1992,Ghana,452,0,0,0,0,0,0,0,0,0,0,0,0
1992,Greece,350,6,0,0,0,6,0,0,0,4,2,0,0
1992,Guatemala,90,1,0,1,0,0,0,0,0,1,0,0,0
1992,Guinea,438,0,0,0,0,0,0,0,0,0,0,0,0
1992,Guinea-Bissau,404,0,0,0,0,0,0,0,0,0,0,0,0
1992,Guyana,110,3,0,0,0,3,0,0,0,1,2,1,1
1992,Haiti,41,2,0,0,1,2,0,0,0,2,0,1,0
1992,Honduras,91,3,0,0,0,3,1,0,0,3,0,0,0
1992,Hungary,310,3,1,0,0,3,0,0,0,3,0,0,0
1992,India,750,3,0,0,0,2,1,0,0,0,3,1,1
1992,Indonesia,850,1,0,0,0,0,0,1,0,1,0,0,0
1992,Iran,630,3,0,3,0,0,0,0,0,0,3,1,1
1992,Iraq,645,2,0,0,0,1,0,0,0,1,0,0,0
1992,Ireland,205,17,3,0,0,16,2,0,7,15,2,0,0
1992,Italy,325,6,0,0,0,6,0,0,0,5,1,2,1
1992,Ivory Coast,437,6,1,0,0,5,0,0,0,2,4,4,2
1992,Jamaica,51,0,0,0,0,0,0,0,0,0,0,0,0
1992,Japan,740,10,1,2,0,1,1,0,1,5,1,0,0
1992,Jordan,663,0,0,0,0,0,0,0,0,0,0,0,0
1992,Kazakhstan,705,12,0,0,1,0,0,1,0,1,1,1,1
1992,Kenya,501,3,0,0,0,2,0,0,0,1,1,1,1
1992,Kuwait,690,1,0,0,0,1,0,0,0,1,0,0,0
1992,Kyrgyzstan,703,1,0,0,0,0,1,0,0,0,1,0,0
1992,Laos,812,0,0,0,0,0,0,0,0,0,0,0,0
1992,Latvia,367,0,0,0,0,0,0,0,0,0,0,0,0
1992,Lebanon,660,11,0,0,1,2,1,0,0,3,1,0,0
1992,Lesotho,570,0,0,0,0,0,0,0,0,0,0,0,0
1992,Liberia,450,0,0,0,0,0,0,0,0,0,0,0,0
1992,Libya,620,0,0,0,0,0,0,0,0,0,0,0,0
1992,Lithuania,368,0,0,0,0,0,0,0,0,0,0,0,0
1992,Luxembourg,212,0,0,0,0,0,0,0,0,0,0,0,0
1992,Macedonia,343,1,0,0,1,1,0,0,0,0,1,0,0
1992,Madagascar,580,0,0,0,0,0,0,0,0,0,0,0,0
1992,Malawi,553,4,2,0,0,3,0,0,0,2,1,2,1
1992,Malaysia,820,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mali,432,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mauritania,435,5,0,0,0,4,1,1,0,4,1,1,0
1992,Mauritius,590,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mexico,70,80,0,0,0,4,1,0,0,2,3,0,0
1992,Moldova,359,1,0,0,0,1,0,1,0,1,0,0,0
1992,Mongolia,712,0,0,0,0,0,0,0,0,0,0,0,0
1992,Morocco,600,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mozambique,541,8,6,0,0,0,0,0,0,5,1,1,1
1992,Myanmar,775,0,0,0,0,0,0,0,0,0,0,0,0
1992,Namibia,565,0,0,0,0,0,0,0,0,0,0,0,0
